Common name,Scientific name,Set,Color,Power text,Flavor text,Predator,Flocking,Bonus card,Victory points,Nest type,Egg limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild (food),/ (food cost),* (food cost),Total food cost,Beak Direction,Fan Art Beak Direction,Swift Start,Automata Ban,North America,Central America,South America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard Birder,Bird Bander,Bird Counter,Bird Feeder,Diet Specialist,Enclosure Builder,Endangered Species Protector,Falconer,Fishery Manager,Food Web Expert,Forester,Large Bird Specialist,Nest Box Builder,Omnivore Expert,Passerine Specialist,Platform Builder,Prairie Manager,Rodentologist,Small Clutch Specialist,Viticulturalist,Wetland Scientist,Wildlife Gardener,,acceptedName,family,order,colId,wingsplainTierIndex,wingsplainTier,wingsearchLink,inFanArtPack?
Tūī,Prosthemadera novaeseelandiae,oceania,brown,Copy a brown power on one bird in the [forest] of the player to your left.,Māori were known to train these highly territorial birds to imitate human speech.,,,,5,bowl,2,42,X,,,1,,,,,2,,,,3,L,L,,,,,,,,,X,,,,,,,,,X,,,,,,X,,,,,,,,X,,,X,,Prosthemadera novaeseelandiae,Meliphagidae,Passeriformes,4MYM3,4,underused tier,https://navarog.github.io/wingsearch/card/567,TRUE
Tundra Swan,Cygnus columbianus,promoUK,pink,"When another player takes the “draw cards” action, draw 1 [card] from the deck at the end of their turn.","These swans have very dense plumage, with some having as many as 25,000 feathers.",,,,5,ground,2,180,,,X,,3,,,,,,,,3,L,,,,X,X,,X,X,,,,X,,,,,,X,X,X,,,,,,X,,,,,,,X,,X,,,Cygnus columbianus,Anatidae,Anseriformes,32ZQ6,,,https://navarog.github.io/wingsearch/card/237,FALSE
Turkey Vulture,Cathartes aura,core,pink,"When another player's [predator] succeeds, gain 1 [die] from the birdfeeder.",Turkey vultures can projectile vomit to defend themselves.,,,,1,cavity,1,170,X,X,X,,,,,,,,,,0,R,R,,,X,X,X,,,,,,,,,X,X,,,,,,,,,,X,X,,,,,,X,,,,,Cathartes aura,Cathartidae,Accipitriformes,5XG3M,4,underused tier,https://navarog.github.io/wingsearch/card/438,TRUE
Twite,Linaria flavirostris,asia,teal,"Draw 2 [card] from the deck and add them to your hand. Then, tuck any 2 [card] from your hand behind this bird.","Outside of breeding season, twites will gather in large numbers, often with other finches.",,X,,2,bowl,4,23,,X,,,2,,,,,,,,2,L,,,,,,,X,X,,,,,,,X,,X,X,,,,,,,,,,,X,,X,,,,,X,,Linaria flavirostris,Fringillidae,Passeriformes,6QGKV,1,tier 0,https://navarog.github.io/wingsearch/card/350,FALSE
Variable Oystercatcher,Haematopus unicolor,promoNZ,white,"Shuffle the discard pile, then draw [card] from it equal to the number of players + 1. Starting with you, each player keeps 1 of those cards, and you also keep the last card.","When no prey is visible, this oystercatcher hunts by probing the ground with its beak.",,,,6,ground,2,86,,X,X,1,,1,,,,,,,2,R,,,,,,,,,,X,,,,,,X,,,,X,,,X,,,X,,,,,,,X,,,,,Haematopus unicolor,Haematopodidae,Charadriiformes,3J8XT,,,https://navarog.github.io/wingsearch/card/544,FALSE
Varied Thrush,Ixoreus naevius,promoCA,yellow,"For each bird in your [forest] with [invertebrate] or [fruit] in its food cost, including this one, cache 1 [invertebrate] or [fruit] on this bird from the supply.",Varied thrushes mostly eat invertebrates during the summer but favor seeds and fruits in winter.,,,,5,bowl,2,36,X,,,1,,,1,,,,,,2,R,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,X,X,,X,,Ixoreus naevius,Turdidae,Passeriformes,3QHP9,,,https://navarog.github.io/wingsearch/card/497,FALSE
Vaux's Swift,Chaetura vauxi,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate] from the supply.",William Sansom Vaux was a wealthy mineralogist and naturalist.,,X,,2,cavity,3,31,X,,,1,,,,,,,,,1,R,,X,,X,X,,,,,,,,X,,X,,X,,,,,,,X,X,,X,,,,,,,,,,,Chaetura vauxi,Apodidae,Apodiformes,TF3B,4,underused tier,https://navarog.github.io/wingsearch/card/238,FALSE
Verditer Flycatcher,Eumyias thalassinus,asia,brown,"If you have gained a [invertebrate] from the birdfeeder on this turn, gain 1 [fruit] from the supply.",The color verditer is an intense blue made by adding chalk or whiting to a copper nitrate solution.,,,,5,cavity,2,26,X,,,1,,,1,,,,,,2,R,R,,,,,,,X,,,,,,X,,,,,,,,,,,X,,X,,X,,,,X,X,,,,Eumyias thalassinus,Muscicapidae,Passeriformes,6GYQ5,3,tier 2,https://navarog.github.io/wingsearch/card/439,TRUE
Violet Cuckoo,Chrysococcyx xanthorhynchus,asia,pink,"When another player takes the ""lay eggs"" action, lay 1 [egg] on another bird with wingspan less than 30 cm. You may go 2 over its egg limit while using this power.",This cuckoo often lays its eggs in the nest of small sunbirds and spiderhunters.,,,,5,,0,27,X,,,1,,,1,,,,,,2,L,,,,,,,,X,,,,,,X,,,,,,,,,,,X,,,,X,,,,X,X,,,,Chrysococcyx xanthorhynchus,Cuculidae,Cuculiformes,5YNLD,2,tier 1,https://navarog.github.io/wingsearch/card/440,FALSE
Violet-Green Swallow,Tachycineta thalassina,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].","Like other swallows, these birds forage in large groups in open areas.",,X,,3,cavity,3,36,X,X,X,2,,,,,,,,,2,R,R,,,X,X,,,,,,,,,X,X,X,X,,,,,,,X,,,X,,,,,,,,,,,Tachycineta thalassina,Hirundinidae,Passeriformes,54CBJ,3,tier 2,https://navarog.github.io/wingsearch/card/239,TRUE
Virginia Rail,Rallus limicola,promoUS,white,"Discard any number of [card] from your hand, then draw that many [card]. Draw 1 additional [card].",Virginia rails are secretive waterbirds that inhabit both freshwater and saltwater marshes.,,,,5,platform,5,35,,,X,1,,1,,,,,,,2,L,,,,X,X,,,,,,,X,,,,,,,,,,,X,,,,,,,X,,,,,X,,,Rallus limicola,Rallidae,Gruiformes,4RB9S,,,https://navarog.github.io/wingsearch/card/595,FALSE
Wedge-Tailed Eagle,Aquila audax,oceania,brown,"Look at a [card] from the deck. If its wingspan is over 65cm, tuck it behind this bird and cache 1 [rodent] from the supply on this bird. If not, discard it.","These eagles can take large prey, including possums, kangaroos, and wallabies.",X,,,7,platform,2,207,X,X,X,,,,,3,,,,,3,L,,,,,,,,,,X,X,,,,,X,,,X,,,X,,,,X,,,,X,,X,X,,,,,Aquila audax,Accipitridae,Accipitriformes,FZLN,2,tier 1,https://navarog.github.io/wingsearch/card/351,FALSE
Weka,Gallirallus australis,promoNZ,pink,"When another player resets the birdfeeder, cache 1 [die] from the birdfeeder on this bird at the end of their turn.","Both scavengers and predators, these flightless rails are known to eat anything from fruit to petrels.",,,,2,ground,4,*,X,X,X,,,,,,,2,,,2,L,,,,,,,,,,X,,,,,X,X,,,,X,,,,,,X,,X,X,,,,,,,,,Gallirallus australis,Rallidae,Gruiformes,3F6WY,,,https://navarog.github.io/wingsearch/card/545,FALSE
Welcome Swallow,Hirundo neoxena,oceania,white,"Tuck 1 [card] from the deck behind each bird in this habitat, including this bird.",This bird’s name refers to it heralding spring in southern Australia.,,X,,1,wild,5,28,,X,X,2,,,,,,,,,2,R,,,,,,,,,,X,,,,,X,X,X,,,X,,,,X,,,X,,X,X,,,,,,X,,Hirundo neoxena,Hirundinidae,Passeriformes,6LWCC,4,underused tier,https://navarog.github.io/wingsearch/card/352,FALSE
Western Capercaillie,Tetrao urogallus,promoUK,white,Draw 2 new bonus cards. Keep 1 and give 1 to another player.,The name “capercaillie” comes from the Scottish Gaelic word meaning “horse of the woods.”,,,X,7,ground,5,110,X,,,,1,,2,,,,,,3,R,,,,,,,X,X,,,,X,,,,,,X,X,X,X,,,,X,X,,,,,,,,X,,,,Tetrao urogallus,Phasianidae,Galliformes,55QS7,,,https://navarog.github.io/wingsearch/card/568,FALSE
Western House Martin,Delichon urbicum,promoEurope,white,"For each type of food in the personal supply of the player to your left, gain 1 food of that type from the general supply.","Western house martins build their nests out of more than 1,000 beak-sized mud pellets.",,,,4,cavity,2,28,X,X,,2,,,,,,,,,2,R,,,X,,,,X,X,X,,,X,,,,X,,,,,,,,X,,,X,,X,,,,X,,,,,Delichon urbicum,Hirundinidae,Passeriformes,34GHX,,,https://navarog.github.io/wingsearch/card/522,FALSE
Western Jackdaw,Coloeus monedula,promoUK,teal,"Cache up to 3 [wild] from your supply on this bird. For each, gain 1 [die] from the birdfeeder.",Jackdaws love eye contact and communicate with other corvids via their eyes.,,,,3,cavity,2,70,X,X,X,1,,,,,,2,,,3,R,,,,,,,X,X,,,,X,,,X,X,,,X,,,,,,,X,X,X,,,,,X,,,,,Coloeus monedula,Corvidae,Passeriformes,X733,,,https://navarog.github.io/wingsearch/card/569,FALSE
Western Meadowlark,Sturnella neglecta,core,brown,All players lay 1 [egg] on any 1 [ground] bird. You may lay 1 [egg] on 1 additional [ground] bird.,This pretty bird also has a beautiful flute-like song.,,,,2,ground,4,38,,X,,1,1,,,,,,,,2,R,R,,,X,X,,,,,,,X,,,X,,,X,,X,,,,,,,,,,,X,,,,,,,Sturnella neglecta,Icteridae,Passeriformes,537YZ,3,tier 2,https://navarog.github.io/wingsearch/card/240,TRUE
Western Screech-Owl,Megascops kennicottii,promoUS,brown,"Roll all [die] that are in the birdfeeder. Cache 1 [invertebrate] and/or 1 [rodent] on this bird, if available, then reset the birdfeeder.","Western screech-owls do screech, but they also bark, chuckle, and whistle.",X,,,4,cavity,2,55,X,X,,1,,,,1,,,,,2,N,,,,X,X,,,,,,,X,,,,X,,,,,,X,,,,,X,,,,,X,X,,,,,Megascops kennicottii,Strigidae,Strigiformes,737WZ,,,https://navarog.github.io/wingsearch/card/596,FALSE
Western Tanager,Piranga ludoviciana,core,brown,"Gain 1 [invertebrate] or [fruit] from the birdfeeder, if available.",These flame-colored birds are hard to see because they like the canopies of evergreen forests.,,,,6,bowl,2,30,X,,,2,,,1,,,,,,3,R,,,,X,X,,,,,,,X,,,,,,,X,,,,,,X,,,,X,,,,X,X,,X,,Piranga ludoviciana,Cardinalidae,Passeriformes,77KRK,3,tier 2,https://navarog.github.io/wingsearch/card/241,FALSE
Western Yellow Wagtail,Motacilla flava,promoUK,yellow,"For each bonus card you score for which this bird qualifies, it counts double.","In the Pyramid Texts of ancient Egypt, this wagtail was considered a representation of the god Atum.",,,,3,wild,4,25,X,X,X,2,,,,,,,,,2,R,,,,,,,X,X,X,,X,X,,X,X,X,,,,X,,,,X,,,X,,X,X,,,,,,X,,Motacilla flava,Motacillidae,Passeriformes,44G9F,,,https://navarog.github.io/wingsearch/card/570,FALSE
Whiskered Treeswift,Hemiprocne comata,promoAsia,brown,Cache 1 [invertebrate] from your supply on this bird to draw 1 [card] from the deck.,"Treeswifts are iridescently mantled, fork-tailed cousins of the true swifts",,,,3,bowl,1,35,X,,X,1,,,,,,,,,1,R,,,,,,,,X,,,,,,,X,X,,,,,,,,X,,,,,,,,,X,,,X,,Hemiprocne comata,Hemiprocnidae,Apodiformes,3KRYM,,,https://navarog.github.io/wingsearch/card/472,FALSE
White Stork,Ciconia ciconia,european,brown,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card].",Storks were symbols of life or family in multiple ancient cultures.,,,,8,platform,2,160,,X,X,1,,1,,,,1,,,3,R,R,,,,,,X,X,X,,,,,X,,X,,,X,,,,X,,,X,,X,,X,,,X,,,,,Ciconia ciconia,Ciconiidae,Ciconiiformes,5Z5T3,2,tier 1,https://navarog.github.io/wingsearch/card/242,TRUE
White Wagtail,Motacilla alba,european,teal,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",The white wagtail is the national bird of Latvia.,,,,2,bowl,5,28,,X,X,2,,,,,,,,,2,L,L,,,,,,X,X,X,,X,,,X,X,X,,,,,,,,X,,,,,X,,,,,,,X,,Motacilla alba,Motacillidae,Passeriformes,44G99,2,tier 1,https://navarog.github.io/wingsearch/card/243,TRUE
White-Backed Woodpecker,Dendrocopos leucotos,european,brown,Gain 1 [die] from the birdfeeder.,"This bird likes large forests with many dead trees, and will follow forest fires and insect infestations.",,,,2,cavity,2,39,X,,,1,,,1,,,,/,,1,L,L,,,,,,X,X,,,X,,,X,X,,,,,,,,,,X,,X,,,,,,X,X,,,,Dendrocopos leucotos,Picidae,Piciformes,6CJBL,2,tier 1,https://navarog.github.io/wingsearch/card/244,TRUE
White-Bellied Sea-Eagle,Haliaeetus leucogaster,oceania,brown,"Reset the birdfeeder. Gain 1 [fish] or 1 [rodent] from the birdfeeder, if there is one, and cache it on this bird.",These eagles are skilled fishers and hunters but also harass smaller raptors and steal prey.,X,,,7,platform,2,200,X,,X,,,1,,2,,,,,3,R,R,,,,,,,X,,X,X,X,,X,,X,,,X,,,X,X,,,X,,,,X,,X,X,,,,,Haliaeetus leucogaster,Accipitridae,Accipitriformes,CV8KM,3,tier 2,https://navarog.github.io/wingsearch/card/353,TRUE
White-Breasted Nuthatch,Sitta carolinensis,core,brown,Cache 1 [seed] from the supply on this bird.,Nuthatches cache seeds for winter in the bark of a tree.,,,,2,cavity,3,28,X,,,1,1,,,,,,/,,1,L,R,,,X,X,,,,,,X,,,X,X,,,X,,,,,,,X,,X,,X,,,,,,,,,Sitta carolinensis,Sittidae,Passeriformes,6Z4QZ,4,underused tier,https://navarog.github.io/wingsearch/card/245,TRUE
White-Breasted Woodswallow,Artamus leucoryn,oceania,white,"Lay 1 [egg] on each bird in your [grassland], including this one.",These woodswallows often perch in a tightly packed row when at rest.,,,,3,bowl,2,32,,X,,2,,,,,,,,,2,L,,,,,,,,X,,X,X,,,X,X,,,,,,,,,X,,,,,,,X,,X,,,X,,Artamus leucoryn,Artamidae,Passeriformes,GVGR,4,underused tier,https://navarog.github.io/wingsearch/card/354,FALSE
White-Browed Tit-Warbler,Leptopoecile sophiae,asia,brown,"For each bird in your [forest] with an egg on it, roll any 1 [die]. Choose 1 type of food you rolled and gain 1 of that food from the supply.",These birds spend a lot of time in juniper thickets -- making their colorful plumage hard to see.,,,,2,wild,3,13,X,,,1,1,,,,,,,,2,R,L,,,,,,,X,,,X,,,X,X,,,X,,X,,,,,X,,X,,X,X,,,,,,X,,Leptopoecile sophiae,Aegithalidae,Passeriformes,3TTJP,2,tier 1,https://navarog.github.io/wingsearch/card/441,TRUE
White-Crested Laughingthrush,Garrulax leucolophus,asia,brown,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate], [seed], or [fruit] from the birdfeeder.",These social birds can make loud outbursts that sound something like laughter.,,X,,6,bowl,4,35,X,,,1,1,,1,,,,,,3,L,L,,,,,,,X,,,X,,,X,,,X,X,X,,,,,,X,,,,,,,,,X,,X,,Garrulax leucolophus,Leiothrichidae,Passeriformes,3FBR8,1,tier 0,https://navarog.github.io/wingsearch/card/442,TRUE
White-Crowned Sparrow,Zonotrichia leucophrys,core,brown,"If this bird is to the right of all other birds in its habitat, move it to another habitat.","These sparrows like shrubby areas in many habitats, from tundra to desert.",,,,2,ground,5,25,X,X,X,1,1,,,,,,,,2,R,,,,X,X,,,,,,X,,,X,X,X,,X,,X,,,,,,,,,X,,,,,,,,,Zonotrichia leucophrys,Passerellidae,Passeriformes,5D766,1,tier 0,https://navarog.github.io/wingsearch/card/246,FALSE
White-Faced Heron,Egretta novaehollandiae,oceania,brown,"Reset the birdfeeder and gain all [fish], if there are any. You may cache any or all of them on this bird.",These widespread herons can sometimes be found raiding suburban fish ponds.,X,,,6,platform,4,106,,,X,1,,1,,1,,,,,3,R,L,,,,,,,X,,X,X,,,X,,,,,X,,,X,X,,,X,,,,X,,X,,,X,,,Egretta novaehollandiae,Ardeidae,Pelecaniformes,6DZ3D,2,tier 1,https://navarog.github.io/wingsearch/card/355,TRUE
White-Faced Ibis,Plegadis chihi,core,brown,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.",White-faced herons nest in colonies with herons and egrets.,X,,,8,platform,2,91,,,X,2,,1,,,,,,,3,L,,,,X,X,X,,,,,X,,,X,,,,,X,,,X,X,,,X,,,,X,,,X,,X,,,Plegadis chihi,Threskiornithidae,Pelecaniformes,4K62K,2,tier 1,https://navarog.github.io/wingsearch/card/247,FALSE
White-Headed Duck,Oxyura leucocephala,asia,white,Draw 3 new bonus cards and keep 1.,Droughts and agriculture have dried up the lakes that were this endangered bird's breeding habitat.,,,X,4,ground,3,66,,,X,,1,,,,,1,,,2,L,,,,,,,X,X,X,,X,,,X,,,,X,,X,X,,,,,X,,X,,,,,,,X,,,Oxyura leucocephala,Anatidae,Anseriformes,4BMPJ,4,underused tier,https://navarog.github.io/wingsearch/card/443,FALSE
White-Throated Dipper,Cinclus cinclus,european,brown,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card].",The dipper gets its name from the frequent bobbing motion it makes.,,,,3,cavity,4,28,,,X,1,,1,,,,,,,2,L,L,,,,,,X,X,,,X,,,X,X,,,,,,,,X,,,,X,,X,,,,,,X,,,Cinclus cinclus,Cinclidae,Passeriformes,VDPH,3,tier 2,https://navarog.github.io/wingsearch/card/248,TRUE
White-Throated Kingfisher,Halcyon smyrnensis,asia,brown,"Choose any 1 [die]. Roll it up to 3 times. Each time, if you roll a [invertebrate], [fish], or [rodent], cache 1 here. If not, stop and return all food cached here this turn.","This species hunts not only fish but also invertebrates, snakes, and other small animals.",X,,,3,cavity,3,42,X,X,X,,,1,,,,1,,,2,R,R,,,,,,,X,X,,X,,,X,X,X,,,,,,X,X,,,,X,X,,,,,,,,,,Halcyon smyrnensis,Alcedinidae,Coraciiformes,6KY3J,2,tier 1,https://navarog.github.io/wingsearch/card/444,TRUE
White-Throated Swift,Aeronautes saxatalis,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, lay 1 [egg] on any bird.",The white-throated swift is one of the fastest birds in North America.,,X,,2,cavity,2,38,,X,,1,,,,,,,,,1,L,,X,,X,X,,,,,,X,,,X,X,,X,,,,,,,X,,,X,,,,X,,X,,,,,Aeronautes saxatalis,Apodidae,Apodiformes,64ZXP,3,tier 2,https://navarog.github.io/wingsearch/card/249,FALSE
Whooper Swan,Cygnus cygnus,promoUK,brown,"Choose 1–3 birds in this column. Tuck 1 [card] from your hand behind each. If you tuck at least 1 card, draw 1 [card].","This bird’s common name refers to its loud, distinctive “whooping” call.",,X,,4,ground,3,220,,X,X,,3,,,,,,,,3,R,,,,X,X,,X,X,,,,,,,,X,X,X,X,X,,,,,,X,,,,,,,,,,,,Cygnus cygnus,Anatidae,Anseriformes,32ZQ7,,,https://navarog.github.io/wingsearch/card/571,FALSE
Whooping Crane,Grus americana,core,white,Draw 2 new bonus cards and keep 1.,"From its low of 20 birds, the whooping crane population has risen to about 600.",,,X,6,ground,1,221,,,X,,,,,,,3,,,3,R,R,,,X,,,,,,,,,,,,,,,X,X,X,,,,,X,,X,,,,,X,,X,,,Grus americana,Gruidae,Gruiformes,3HFDB,2,tier 1,https://navarog.github.io/wingsearch/card/250,TRUE
Wild Turkey,Meleagris gallopavo,core,,,Wild turkeys were domesticated in the Americas before European contact.,,,,8,ground,5,135,X,X,,,2,,1,,,,,,3,R,R,,,X,X,,,,,,,,,,,X,,X,X,X,,,,,,X,,,,,,,,X,,,,Meleagris gallopavo,Phasianidae,Galliformes,3ZDJV,2,tier 1,https://navarog.github.io/wingsearch/card/251,TRUE
Willet,Tringa semipalmata,core,brown,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.",Willets feed during the day and the night.,X,,,4,ground,2,66,,,X,1,,1,,,,,/,,1,R,,,,X,X,X,,,,,,,,,,,,,,X,,X,X,,,X,,,,,,,X,,X,,,Tringa semipalmata,Scolopacidae,Charadriiformes,7CSXS,3,tier 2,https://navarog.github.io/wingsearch/card/252,FALSE
Willie-Wagtail,Rhipidura leucophrys,oceania,brown,Draw 1 face-up [card] from the tray with a [bowl] or [star] nest. You may reset or refill the tray before doing so.,This bird joins mixed-species flocks and steals food from smaller birds.,,,,2,bowl,5,30,X,X,X,1,,,,,,1,,,2,L,,,,,,,,X,,X,X,,,,X,X,,,,,,,,,,,,X,X,,,,,,,X,,Rhipidura leucophrys,Rhipiduridae,Passeriformes,78SZH,3,tier 2,https://navarog.github.io/wingsearch/card/356,FALSE
Willow Tit,Poecile montanus,asia,brown,"Cache 1 [invertebrate], [seed], or [fruit] from the birdfeeder on this bird, if there is one.",These birds have been recorded storing up to 200 food items in a day.,,,,2,cavity,3,20,X,,,1,1,,1,,,,/,,1,R,,X,,,,,X,X,,,,,,,X,,,X,,,,,,,X,,X,,X,,,,,X,,,,Poecile montanus,Paridae,Passeriformes,4KSC7,2,tier 1,https://navarog.github.io/wingsearch/card/445,FALSE
Willow Warbler,Phylloscopus trochilus,promoUK,teal,"Choose 1 other player. For each action cube on their [forest], tuck 1 [card] from the deck behind this bird.","These birds molt twice per year, an unusual trait among warblers.",,X,,1,wild,3,19,X,X,,1,,,1,,,,,,2,L,,,,,,,X,X,X,,,,,,X,X,X,,,X,,,,,,,X,,X,X,,,,X,,X,,Phylloscopus trochilus,Phylloscopidae,Passeriformes,77FNC,,,https://navarog.github.io/wingsearch/card/572,FALSE
Wilson's Snipe,Gallinago delicata,core,brown,All players draw 1 [card] from the deck.,"Due to the position of their eyes, Wilson's snipes can see predators approaching from the front and back.",,,,5,ground,2,41,,,X,1,,,,,,,,,1,L,,,,X,X,X,,,,,,,X,,,,,,,X,,,,X,,,,,,,,,X,,X,,,Gallinago delicata,Scolopacidae,Charadriiformes,3F6V8,3,tier 2,https://navarog.github.io/wingsearch/card/253,FALSE
Wilson's Storm Petrel,Oceanites oceanicus,european,brown,"Draw 1 [card] for each empty card slot in this row. At the end of your turn, keep 1 and discard the rest.","This is an abundant species, but most humans will never see one because they live mostly at sea.",,,,6,wild,1,38,,,X,1,,2,,,,,,,3,R,R,,,X,X,X,X,X,X,X,,,X,,,,,,X,X,,,X,,,,X,,,X,,,X,,X,X,,Oceanites oceanicus,Oceanitidae,Procellariiformes,48C3F,3,tier 2,https://navarog.github.io/wingsearch/card/254,TRUE
Wood Duck,Aix sponsa,core,brown,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",Wood ducks nest in tree cavities in wooded areas.,,,,4,cavity,4,76,X,,X,,2,,1,,,,,,3,R,R,,,X,X,,,,,,,,,,,X,,X,X,,,,,,,X,X,,,,,,,X,,,,Aix sponsa,Anatidae,Anseriformes,BDDV,0,god tier,https://navarog.github.io/wingsearch/card/255,TRUE
Wood Stork,Mycteria americana,core,white,Draw 2 new bonus cards and keep 1.,The wood stork was removed from the US endangered species list in 2014.,,,X,6,platform,2,155,,,X,,,1,,1,,1,,,3,L,L,,,X,X,X,,,,,,,,,,,,,X,,X,,X,,,X,,X,,X,,X,X,,X,,,Mycteria americana,Ciconiidae,Ciconiiformes,44ZJ8,2,tier 1,https://navarog.github.io/wingsearch/card/256,TRUE
Wrybill,Anarhynchus frontalis,oceania,white,Look through all discarded bonus cards. Keep 1 of them.,The wrybill’s beak always curves to the right; the shape may aid it in foraging under rocks.,,,X,4,ground,2,49,,,X,1,,1,,,,,,,2,L,,,,,,,,,,X,X,,,,,,,,,X,X,,X,,,,,,,,,,X,,X,,,Anarhynchus frontalis,Charadriidae,Charadriiformes,9HB9Y,2,tier 1,https://navarog.github.io/wingsearch/card/357,FALSE
Yellow Bittern,Ixobrychus sinensis,asia,brown,Draw the [card] in the middle slot of the bird tray.,"Bitterns' long, thin stripes are camouflage for living among reeds.",,,,0,platform,4,49,,,X,1,,1,,,,,/,,1,R,R,,,,,,,X,,,,,,X,X,,,,,,,,X,,,,,,,X,,,,,X,,,Ixobrychus sinensis,Ardeidae,Pelecaniformes,CR94N,4,underused tier,https://navarog.github.io/wingsearch/card/446,TRUE
