Common name,Scientific name,Set,Color,Power text,Flavor text,Predator,Flocking,Bonus card,Victory points,Nest type,Egg limit,Wingspan,Forest,Grassland,Wetland,Invertebrate,Seed,Fish,Fruit,Rodent,Nectar,Wild (food),/ (food cost),* (food cost),Total food cost,Swift Start,North America,Central America,South America,Europe,Asia,Africa,Oceania,Anatomist,Cartographer,Historian,Photographer,Backyard Birder,Bird Bander,Bird Counter,Bird Feeder,Diet Specialist,Enclosure Builder,Endangered Species Protector,Falconer,Fishery Manager,Food Web Expert,Forester,Large Bird Specialist,Nest Box Builder,Omnivore Expert,Passerine Specialist,Platform Builder,Prairie Manager,Rodentologist,Small Clutch Specialist,Viticulturalist,Wetland Scientist,Wildlife Gardener,,acceptedName,family,order,colId,wingsplainTierIndex,wingsplainTier,wingsearchLink,inFanArtPack?
Superb Lyrebird,Menura novaehollandiae,oceania,brown,Copy a brown power on one bird in the [forest] of the player to your right.,Male lyrebirds attract mates with their huge tails and an extraordinary ability for mimicry.,,,,5,wild,1,73,X,,,2,,,,,,1,,,3,,,,,,,,X,,,,,,,,,X,X,,,,,X,X,X,X,,X,,,X,,,X,,Menura novaehollandiae,Menuridae,Passeriformes,3ZSN6,4,underused tier,https://navarog.github.io/wingsearch/card/348,TRUE
Swainson's Hawk,Buteo swainsoni,core,brown,"Look at a [card] from the deck. If less than 75cm, tuck it behind this bird. If not, discard it.","These hawks feed chicks small mammals and birds, but adults eat mostly insects.",X,,,5,platform,2,130,,X,,1,,,,1,,,,,2,,X,X,X,,,,,,,X,,,,,,,,,X,,,,X,,,,X,X,X,X,,,,,Buteo swainsoni,Accipitridae,Accipitriformes,NYVT,4,underused tier,https://navarog.github.io/wingsearch/card/232,TRUE
Tawny Frogmouth,Podargus strigoides,oceania,brown,Reset the birdfeeder. Cache 1 [invertebrate] or [rodent] from the birdfeeder (if available) on this bird.,"These nocturnal birds are masters of camouflage, and are often mistaken for broken tree branches.",X,,,5,platform,2,82,X,X,X,2,,,,1,,,,,3,,,,,,,,X,X,,,X,,X,,,X,,,X,,,,X,,,,X,,X,X,,,,,Podargus strigoides,Podargidae,Caprimulgiformes,4KPK7,3,tier 2,https://navarog.github.io/wingsearch/card/349,TRUE
Thekla's Lark,Galerida theklae,european,brown,"Discard 1 [seed] from your supply. If you do, lay 2 [egg] on this bird.",Thekla’s lark was named by German zoologist Alfred Brehm after his sister.,,,,4,ground,3,34,,X,,2,1,,,,,,,,3,,,,,X,,X,,,,X,,,,,X,X,X,,,,,,,,,,,X,,,,,,,Galerida theklae,Alaudidae,Passeriformes,3F4BN,4,underused tier,https://navarog.github.io/wingsearch/card/233,FALSE
Tree Swallow,Tachycineta bicolor,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].",Tree swallows can form flocks numbering in the hundreds of thousands.,,X,,3,cavity,4,38,,,X,1,,,1,,,,,,2,,X,X,,,,,,,,,,X,,X,,,,,,,,,,X,,,,,,,X,X,,,Tachycineta bicolor,Hirundinidae,Passeriformes,54CBB,3,tier 2,https://navarog.github.io/wingsearch/card/234,FALSE
Trumpeter Finch,Bucanetes githagineus,asia,white,Play 1 additional bird in your [grassland]. You may ignore 1 [seed] or 1 [egg] in its cost.,This bird's call is said to sound like a toy trumpet.,,,,3,ground,4,24,,X,,,2,,,,,,,,2,,,,,,X,X,,,,,,X,,,X,,X,,,,,,,,,X,,X,,,,,,,Bucanetes githagineus,Fringillidae,Passeriformes,NKWJ,2,tier 1,https://navarog.github.io/wingsearch/card/437,TRUE
Trumpeter Swan,Cygnus buccinator,core,,,"With a mass over 9 kilograms, trumpeter swans are the heaviest bird in North America.",,,,9,ground,2,203,,,X,,2,,,,,1,,,3,,X,X,,,,,,,,,,,,,X,X,X,,,,,,X,,X,,,,,X,,X,,,Cygnus buccinator,Anatidae,Anseriformes,32ZQ5,2,tier 1,https://navarog.github.io/wingsearch/card/235,TRUE
Tufted Titmouse,Baeolophus bicolor,core,white,Play an additional bird in your [forest]. Pay its normal cost.,Titmice are key in the formation of mixed-species flocks.,,,,2,cavity,3,25,X,,,1,1,,1,,,,/,,1,,X,,,,,,,,,,,X,,,X,,,,,,,X,,X,,X,,,,,X,,,,Baeolophus bicolor,Paridae,Passeriformes,KCM4,3,tier 2,https://navarog.github.io/wingsearch/card/236,FALSE
Tūī,Prosthemadera novaeseelandiae,oceania,brown,Copy a brown power on one bird in the [forest] of the player to your left.,Māori were known to train these highly territorial birds to imitate human speech.,,,,5,bowl,2,42,X,,,1,,,,,2,,,,3,,,,,,,,X,,,,,,,,,X,,,,,,X,,,,,,,,X,,,X,,Prosthemadera novaeseelandiae,Meliphagidae,Passeriformes,4MYM3,4,underused tier,https://navarog.github.io/wingsearch/card/237,TRUE
Turkey Vulture,Cathartes aura,core,pink,"When another player's [predator] succeeds, gain 1 [die] from the birdfeeder.",Turkey vultures can projectile vomit to defend themselves.,,,,1,cavity,1,170,X,X,X,,,,,,,,,,0,,X,X,X,,,,,,,,,X,X,,,,,,,,,,X,X,,,,,,X,,,,,Cathartes aura,Cathartidae,Accipitriformes,5XG3M,4,underused tier,https://navarog.github.io/wingsearch/card/438,TRUE
Twite,Linaria flavirostris,asia,teal,"Draw 2 [card] from the deck and add them to your hand. Then, tuck any 2 [card] from your hand behind this bird.","Outside of breeding season, twites will gather in large numbers, often with other finches.",,X,,2,bowl,4,23,,X,,,2,,,,,,,,2,,,,,X,X,,,,,,,X,,X,X,,,,,,,,,,,X,,X,,,,,X,,Linaria flavirostris,Fringillidae,Passeriformes,6QGKV,1,tier 0,https://navarog.github.io/wingsearch/card/350,FALSE
Vaux's Swift,Chaetura vauxi,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate] from the supply.",William Sansom Vaux was a wealthy mineralogist and naturalist.,,X,,2,cavity,3,31,X,,,1,,,,,,,,,1,X,X,X,,,,,,,,X,,X,,X,,,,,,,X,X,,X,,,,,,,,,,,Chaetura vauxi,Apodidae,Apodiformes,TF3B,4,underused tier,https://navarog.github.io/wingsearch/card/238,FALSE
Verditer Flycatcher,Eumyias thalassinus,asia,brown,"If you have gained a [invertebrate] from the birdfeeder on this turn, gain 1 [fruit] from the supply.",The color verditer is an intense blue made by adding chalk or whiting to a copper nitrate solution.,,,,5,cavity,2,26,X,,,1,,,1,,,,,,2,,,,,,X,,,,,,X,,,,,,,,,,,X,,X,,X,,,,X,X,,,,Eumyias thalassinus,Muscicapidae,Passeriformes,6GYQ5,3,tier 2,https://navarog.github.io/wingsearch/card/439,TRUE
Violet Cuckoo,Chrysococcyx xanthorhynchus,asia,pink,"When another player takes the ""lay eggs"" action, lay 1 [egg] on another bird with wingspan less than 30 cm. You may go 2 over its egg limit while using this power.",This cuckoo often lays its eggs in the nest of small sunbirds and spiderhunters.,,,,5,,0,27,X,,,1,,,1,,,,,,2,,,,,,X,,,,,,X,,,,,,,,,,,X,,,,X,,,,X,X,,,,Chrysococcyx xanthorhynchus,Cuculidae,Cuculiformes,5YNLD,2,tier 1,https://navarog.github.io/wingsearch/card/440,FALSE
Violet-Green Swallow,Tachycineta thalassina,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].","Like other swallows, these birds forage in large groups in open areas.",,X,,3,cavity,3,36,X,X,X,2,,,,,,,,,2,,X,X,,,,,,,,,X,X,X,X,,,,,,,X,,,X,,,,,,,,,,,Tachycineta thalassina,Hirundinidae,Passeriformes,54CBJ,3,tier 2,https://navarog.github.io/wingsearch/card/239,FALSE
Wedge-Tailed Eagle,Aquila audax,oceania,brown,"Look at a [card] from the deck. If its wingspan is over 65cm, tuck it behind this bird and cache 1 [rodent] from the supply on this bird. If not, discard it.","These eagles can take large prey, including possums, kangaroos, and wallabies.",X,,,7,platform,2,207,X,X,X,,,,,3,,,,,3,,,,,,,,X,X,,,,,X,,,X,,,X,,,,X,,,,X,,X,X,,,,,Aquila audax,Accipitridae,Accipitriformes,FZLN,2,tier 1,https://navarog.github.io/wingsearch/card/351,FALSE
Welcome Swallow,Hirundo neoxena,oceania,white,"Tuck 1 [card] from the deck behind each bird in this habitat, including this bird.",This bird’s name refers to it heralding spring in southern Australia.,,X,,1,wild,5,28,,X,X,2,,,,,,,,,2,,,,,,,,X,,,,,X,X,X,,,X,,,,X,,,X,,X,X,,,,,,X,,Hirundo neoxena,Hirundinidae,Passeriformes,6LWCC,4,underused tier,https://navarog.github.io/wingsearch/card/352,FALSE
Western Meadowlark,Sturnella neglecta,core,brown,All players lay 1 [egg] on any 1 [ground] bird. You may lay 1 [egg] on 1 additional [ground] bird.,This pretty bird also has a beautiful flute-like song.,,,,2,ground,4,38,,X,,1,1,,,,,,,,2,,X,X,,,,,,,X,,,X,,,X,,X,,,,,,,,,,,X,,,,,,,Sturnella neglecta,Icteridae,Passeriformes,537YZ,3,tier 2,https://navarog.github.io/wingsearch/card/240,TRUE
Western Tanager,Piranga ludoviciana,core,brown,"Gain 1 [invertebrate] or [fruit] from the birdfeeder, if available.",These flame-colored birds are hard to see because they like the canopies of evergreen forests.,,,,6,bowl,2,30,X,,,2,,,1,,,,,,3,,X,X,,,,,,,X,,,,,,,X,,,,,,X,,,,X,,,,X,X,,X,,Piranga ludoviciana,Cardinalidae,Passeriformes,77KRK,3,tier 2,https://navarog.github.io/wingsearch/card/241,FALSE
White Stork,Ciconia ciconia,european,brown,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card].",Storks were symbols of life or family in multiple ancient cultures.,,,,8,platform,2,160,,X,X,1,,1,,,,1,,,3,,,,,X,X,X,,,,,X,,X,,,X,,,,X,,,X,,X,,X,,,X,,,,,Ciconia ciconia,Ciconiidae,Ciconiiformes,5Z5T3,2,tier 1,https://navarog.github.io/wingsearch/card/242,TRUE
White Wagtail,Motacilla alba,european,teal,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",The white wagtail is the national bird of Latvia.,,,,2,bowl,5,28,,X,X,2,,,,,,,,,2,,,,,X,X,X,,X,,,X,X,X,,,,,,,,X,,,,,X,,,,,,,X,,Motacilla alba,Motacillidae,Passeriformes,44G99,2,tier 1,https://navarog.github.io/wingsearch/card/243,TRUE
White-Backed Woodpecker,Dendrocopos leucotos,european,brown,Gain 1 [die] from the birdfeeder.,"This bird likes large forests with many dead trees, and will follow forest fires and insect infestations.",,,,2,cavity,2,39,X,,,1,,,1,,,,/,,1,,,,,X,X,,,X,,,X,X,,,,,,,,,,X,,X,,,,,,X,X,,,,Dendrocopos leucotos,Picidae,Piciformes,6CJBL,2,tier 1,https://navarog.github.io/wingsearch/card/244,TRUE
White-Bellied Sea-Eagle,Haliaeetus leucogaster,oceania,brown,"Reset the birdfeeder. Gain 1 [fish] or 1 [rodent] from the birdfeeder, if there is one, and cache it on this bird.",These eagles are skilled fishers and hunters but also harass smaller raptors and steal prey.,X,,,7,platform,2,200,X,,X,,,1,,2,,,,,3,,,,,,X,,X,X,X,,X,,X,,,X,,,X,X,,,X,,,,X,,X,X,,,,,Icthyophaga leucogaster,Accipitridae,Accipitriformes,CV8KM,3,tier 2,https://navarog.github.io/wingsearch/card/353,FALSE
White-Breasted Nuthatch,Sitta carolinensis,core,brown,Cache 1 [seed] from the supply on this bird.,Nuthatches cache seeds for winter in the bark of a tree.,,,,2,cavity,3,28,X,,,1,1,,,,,,/,,1,,X,X,,,,,,X,,,X,X,,,X,,,,,,,X,,X,,X,,,,,,,,,Sitta carolinensis,Sittidae,Passeriformes,6Z4QZ,4,underused tier,https://navarog.github.io/wingsearch/card/245,TRUE
White-Breasted Woodswallow,Artamus leucoryn,oceania,white,"Lay 1 [egg] on each bird in your [grassland], including this one.",These woodswallows often perch in a tightly packed row when at rest.,,,,3,bowl,2,32,,X,,2,,,,,,,,,2,,,,,,X,,X,X,,,X,X,,,,,,,,,X,,,,,,,X,,X,,,X,,Artamus leucoryn,Artamidae,Passeriformes,GVGR,4,underused tier,https://navarog.github.io/wingsearch/card/354,FALSE
White-Browed Tit-Warbler,Leptopoecile sophiae,asia,brown,"For each bird in your [forest] with an egg on it, roll any 1 [die]. Choose 1 type of food you rolled and gain 1 of that food from the supply.",These birds spend a lot of time in juniper thickets -- making their colorful plumage hard to see.,,,,2,wild,3,13,X,,,1,1,,,,,,,,2,,,,,,X,,,X,,,X,X,,,X,,X,,,,,X,,X,,X,X,,,,,,X,,Leptopoecile sophiae,Aegithalidae,Passeriformes,3TTJP,2,tier 1,https://navarog.github.io/wingsearch/card/441,TRUE
White-Crested Laughingthrush,Garrulax leucolophus,asia,brown,"Tuck 1 [card] from your hand behind this bird. If you do, gain 1 [invertebrate], [seed], or [fruit] from the birdfeeder.",These social birds can make loud outbursts that sound something like laughter.,,X,,6,bowl,4,35,X,,,1,1,,1,,,,,,3,,,,,,X,,,X,,,X,,,X,X,X,,,,,,X,,,,,,,,,X,,X,,Garrulax leucolophus,Leiothrichidae,Passeriformes,3FBR8,1,tier 0,https://navarog.github.io/wingsearch/card/442,TRUE
White-Crowned Sparrow,Zonotrichia leucophrys,core,brown,"If this bird is to the right of all other birds in its habitat, move it to another habitat.","These sparrows like shrubby areas in many habitats, from tundra to desert.",,,,2,ground,5,25,X,X,X,1,1,,,,,,,,2,,X,X,,,,,,X,,,X,X,X,,X,,X,,,,,,,,,X,,,,,,,,,Zonotrichia leucophrys,Passerellidae,Passeriformes,5D766,1,tier 0,https://navarog.github.io/wingsearch/card/246,FALSE
White-Faced Heron,Egretta novaehollandiae,oceania,brown,"Reset the birdfeeder and gain all [fish], if there are any. You may cache any or all of them on this bird.",These widespread herons can sometimes be found raiding suburban fish ponds.,X,,,6,platform,4,106,,,X,1,,1,,1,,,,,3,,,,,,X,,X,X,,,X,,,,,X,,,X,X,,,X,,,,X,,X,,,X,,,Egretta novaehollandiae,Ardeidae,Pelecaniformes,6DZ3D,2,tier 1,https://navarog.github.io/wingsearch/card/355,FALSE
White-Faced Ibis,Plegadis chihi,core,brown,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.",White-faced herons nest in colonies with herons and egrets.,X,,,8,platform,2,91,,,X,2,,1,,,,,,,3,,X,X,X,,,,,X,,,X,,,,,X,,,X,X,,,X,,,,X,,,X,,X,,,Plegadis chihi,Threskiornithidae,Pelecaniformes,4K62K,2,tier 1,https://navarog.github.io/wingsearch/card/247,FALSE
White-Headed Duck,Oxyura leucocephala,asia,white,Draw 3 new bonus cards and keep 1.,Droughts and agriculture have dried up the lakes that were this endangered bird's breeding habitat.,,,X,4,ground,3,66,,,X,,1,,,,,1,,,2,,,,,X,X,X,,X,,,X,,,,X,,X,X,,,,,X,,X,,,,,,,X,,,Oxyura leucocephala,Anatidae,Anseriformes,4BMPJ,4,underused tier,https://navarog.github.io/wingsearch/card/443,FALSE
White-Throated Dipper,Cinclus cinclus,european,brown,"Discard all remaining face-up [card] and refill the tray. If you do, draw 1 of the new face-up [card].",The dipper gets its name from the frequent bobbing motion it makes.,,,,3,cavity,4,28,,,X,1,,1,,,,,,,2,,,,,X,X,,,X,,,X,X,,,,,,,,X,,,,X,,X,,,,,,X,,,Cinclus cinclus,Cinclidae,Passeriformes,VDPH,3,tier 2,https://navarog.github.io/wingsearch/card/248,FALSE
White-Throated Kingfisher,Halcyon smyrnensis,asia,brown,"Choose any 1 [die]. Roll it up to 3 times. Each time, if you roll a [invertebrate], [fish], or [rodent], cache 1 here. If not, stop and return all food cached here this turn.","This species hunts not only fish but also invertebrates, snakes, and other small animals.",X,,,3,cavity,3,42,X,X,X,,,1,,,,1,,,2,,,,,,X,X,,X,,,X,X,X,,,,,,X,X,,,,X,X,,,,,,,,,,Halcyon smyrnensis,Alcedinidae,Coraciiformes,6KY3J,2,tier 1,https://navarog.github.io/wingsearch/card/444,TRUE
White-Throated Swift,Aeronautes saxatalis,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, lay 1 [egg] on any bird.",The white-throated swift is one of the fastest birds in North America.,,X,,2,cavity,2,38,,X,,1,,,,,,,,,1,X,X,X,,,,,,X,,,X,X,,X,,,,,,,X,,,X,,,,X,,X,,,,,Aeronautes saxatalis,Apodidae,Apodiformes,64ZXP,3,tier 2,https://navarog.github.io/wingsearch/card/249,FALSE
Whooping Crane,Grus americana,core,white,Draw 2 new bonus cards and keep 1.,"From its low of 20 birds, the whooping crane population has risen to about 600.",,,X,6,ground,1,221,,,X,,,,,,,3,,,3,,X,,,,,,,,,,,,,,,X,X,X,,,,,X,,X,,,,,X,,X,,,Grus americana,Gruidae,Gruiformes,3HFDB,2,tier 1,https://navarog.github.io/wingsearch/card/250,TRUE
Wild Turkey,Meleagris gallopavo,core,,,Wild turkeys were domesticated in the Americas before European contact.,,,,8,ground,5,135,X,X,,,2,,1,,,,,,3,,X,X,,,,,,,,,,,X,,X,X,X,,,,,,X,,,,,,,,X,,,,Meleagris gallopavo,Phasianidae,Galliformes,3ZDJV,2,tier 1,https://navarog.github.io/wingsearch/card/251,TRUE
Willet,Tringa semipalmata,core,brown,"Roll all dice not in birdfeeder. If any are [fish], cache 1 [fish] from the supply on this bird.",Willets feed during the day and the night.,X,,,4,ground,2,66,,,X,1,,1,,,,,/,,1,,X,X,X,,,,,,,,,,,,,,X,,X,X,,,X,,,,,,,X,,X,,,Tringa semipalmata,Scolopacidae,Charadriiformes,7CSXS,3,tier 2,https://navarog.github.io/wingsearch/card/252,FALSE
Willie-Wagtail,Rhipidura leucophrys,oceania,brown,Draw 1 face-up [card] from the tray with a [bowl] or [star] nest. You may reset or refill the tray before doing so.,This bird joins mixed-species flocks and steals food from smaller birds.,,,,2,bowl,5,30,X,X,X,1,,,,,,1,,,2,,,,,,X,,X,X,,,,X,X,,,,,,,,,,,,X,X,,,,,,,X,,Rhipidura leucophrys,Rhipiduridae,Passeriformes,78SZH,3,tier 2,https://navarog.github.io/wingsearch/card/356,FALSE
Willow Tit,Poecile montanus,asia,brown,"Cache 1 [invertebrate], [seed], or [fruit] from the birdfeeder on this bird, if there is one.",These birds have been recorded storing up to 200 food items in a day.,,,,2,cavity,3,20,X,,,1,1,,1,,,,/,,1,X,,,,X,X,,,,,,,X,,,X,,,,,,,X,,X,,X,,,,,X,,,,Poecile montanus,Paridae,Passeriformes,4KSC7,2,tier 1,https://navarog.github.io/wingsearch/card/445,FALSE
Wilson's Snipe,Gallinago delicata,core,brown,All players draw 1 [card] from the deck.,"Due to the position of their eyes, Wilson's snipes can see predators approaching from the front and back.",,,,5,ground,2,41,,,X,1,,,,,,,,,1,,X,X,X,,,,,,,X,,,,,,,X,,,,X,,,,,,,,,X,,X,,,Gallinago delicata,Scolopacidae,Charadriiformes,3F6V8,3,tier 2,https://navarog.github.io/wingsearch/card/253,FALSE
Wilson's Storm Petrel,Oceanites oceanicus,european,brown,"Draw 1 [card] for each empty card slot in this row. At the end of your turn, keep 1 and discard the rest.","This is an abundant species, but most humans will never see one because they live mostly at sea.",,,,6,wild,1,38,,,X,1,,2,,,,,,,3,,X,X,X,X,X,X,X,,,X,,,,,,X,X,,,X,,,,X,,,X,,,X,,X,X,,Oceanites oceanicus,Oceanitidae,Procellariiformes,48C3F,3,tier 2,https://navarog.github.io/wingsearch/card/254,FALSE
Wood Duck,Aix sponsa,core,brown,"Draw 2 [card]. If you do, discard 1 [card] from your hand at the end of your turn.",Wood ducks nest in tree cavities in wooded areas.,,,,4,cavity,4,76,X,,X,,2,,1,,,,,,3,,X,X,,,,,,,,,,,X,,X,X,,,,,,,X,X,,,,,,,X,,,,Aix sponsa,Anatidae,Anseriformes,BDDV,0,god tier,https://navarog.github.io/wingsearch/card/255,TRUE
Wood Stork,Mycteria americana,core,white,Draw 2 new bonus cards and keep 1.,The wood stork was removed from the US endangered species list in 2014.,,,X,6,platform,2,155,,,X,,,1,,1,,1,,,3,,X,X,X,,,,,,,,,,,,,X,,X,,X,,,X,,X,,X,,X,X,,X,,,Mycteria americana,Ciconiidae,Ciconiiformes,44ZJ8,2,tier 1,https://navarog.github.io/wingsearch/card/256,TRUE
Wrybill,Anarhynchus frontalis,oceania,white,Look through all discarded bonus cards. Keep 1 of them.,The wrybill’s beak always curves to the right; the shape may aid it in foraging under rocks.,,,X,4,ground,2,49,,,X,1,,1,,,,,,,2,,,,,,,,X,X,,,,,,,,,X,X,,X,,,,,,,,,,X,,X,,,Anarhynchus frontalis,Charadriidae,Charadriiformes,9HB9Y,2,tier 1,https://navarog.github.io/wingsearch/card/357,FALSE
Yellow Bittern,Ixobrychus sinensis,asia,brown,Draw the [card] in the middle slot of the bird tray.,"Bitterns' long, thin stripes are camouflage for living among reeds.",,,,0,platform,4,49,,,X,1,,1,,,,,/,,1,,,,,,X,,,,,,X,X,,,,,,,,X,,,,,,,X,,,,,X,,,Botaurus sinensis,Ardeidae,Pelecaniformes,CR94N,4,underused tier,https://navarog.github.io/wingsearch/card/446,TRUE
Yellow-Bellied Sapsucker,Sphyrapicus varius,core,brown,Gain 1 [invertebrate] from the supply.,"Sapsuckers drill rows of holes in trees, then they lap up the sap and the insects it attracts.",,,,3,cavity,3,41,X,,,1,,,1,,,,,,2,,X,X,,,,,,X,,,X,X,,,,,,,,,,X,,X,,,,,,,X,,,,Sphyrapicus varius,Picidae,Piciformes,4Z2P2,3,tier 2,https://navarog.github.io/wingsearch/card/257,FALSE
Yellow-Billed Cuckoo,Coccyzus americanus,core,pink,"When another player takes the ""lay eggs"" action, lay 1 [egg] on a bird with a [bowl] nest.",Yellow-billed cuckoos lay their eggs in other birds' nests when food is abundant.,,,,5,platform,2,46,X,,,2,,,,,,1,,,3,,X,X,X,,,,,X,,,X,,,,,X,,,,,,X,,,X,,X,,,X,,,,,Coccyzus americanus,Cuculidae,Cuculiformes,5ZHNS,4,underused tier,https://navarog.github.io/wingsearch/card/258,FALSE
Yellow-Breasted Chat,Icteria virens,core,brown,"If this bird is to the right of all other birds in its habitat, move it to another habitat.","Because these birds like dense thickets, they are more often heard than seen.",,,,5,bowl,3,25,X,X,X,1,,,2,,,,,,3,,X,X,,,,,,X,,,X,,X,,,X,,,,,,,,,,X,,,,,X,,X,,Icteria virens,Icteriidae,Passeriformes,3PB9C,4,underused tier,https://navarog.github.io/wingsearch/card/259,TRUE
Yellow-Headed Blackbird,Xanthocephalus xanthocephalus,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, you may also lay 1 [egg] on this bird.","These blackbirds form huge flocks, especially in winter.",,X,,4,bowl,3,38,,,X,1,1,,,,,,,,2,,X,X,,,,,,X,,,X,,,X,X,,,,,,,,,,,,,,,,,X,X,,Xanthocephalus xanthocephalus,Icteridae,Passeriformes,7FV74,3,tier 2,https://navarog.github.io/wingsearch/card/260,FALSE
Yellow-Rumped Warbler,Setophaga coronata,core,brown,"Tuck 1 [card] from your hand behind this bird. If you do, draw 1 [card].","Birders sometimes call these birds ""butterbutts.""",,X,,1,bowl,4,23,X,,,1,1,,1,,,,/,,1,,X,X,,,,,,X,,,X,X,,X,X,,,,,,,X,,,,X,,,,,X,,X,,Setophaga coronata,Parulidae,Passeriformes,4X3BM,4,underused tier,https://navarog.github.io/wingsearch/card/261,FALSE
Yellowhammer,Emberiza citrinella,european,teal,"If you used all 4 types of actions this round, play another bird. Pay its normal food and egg cost.",The yellowhammer’s song influenced works by Robert Burns and Beethoven.,,,,2,ground,3,26,X,X,,,2,,,,,,,,2,,,,,X,X,,,,,,X,X,X,,X,,X,,,,,,,,,X,,,,,,,,,Emberiza citrinella,Emberizidae,Passeriformes,39FSZ,2,tier 1,https://navarog.github.io/wingsearch/card/262,FALSE
Zebra Dove,Geopelia striata,asia,brown,All players may discard 1 [seed] from their supply to lay 1 [egg].,This bird is well camouflaged for feeding on open ground.,,,,4,platform,4,25,,X,,,1,,,,,,,,1,,,,,,X,,,,,,,,,,X,,,,,,,,,,,X,X,X,,,,,,,Geopelia striata,Columbidae,Columbiformes,3FQSJ,4,underused tier,https://navarog.github.io/wingsearch/card/447,FALSE
